MASS ABSORBTION COEFFICIENTS

Comments:

Each elements data starts with a line including the word "BEGIN" folllowed
by (in order):
	Element's name
	Chemical symbol
	Z - atomic number
	A - Atomic weight
	Density (in gr/cm^3)

Following the opening line the data is written as pairs of numbers.  The first
entry of the pair is photon energy (in keV) and the second is mass absorbtion
coefficient (in cm^2/gr).  The elements data ends with the word "END".  Blank
lines and comments are allowed.

begin	Vacuum		_V	 0	  1e-18		 1e-18

	  1e-3		    1e-18
	  1e0		    1e-18
	  1e3		    1e-18

end

begin	Hydrogen	H	 1	  1.008		 0.00008375

begin	Oxygen		O	 8	 16.00		 0.001332

	  1.000		 4590.
	  1.500		 1549.
	  2.000		  694.9
	  3.000		  217.1
	  5.000		   47.90
	 10.000		    5.952
	 15.000		    1.836
	 20.000		    0.8651
	 30.000		    0.3779
	 50.000		    0.2132
	100.000		    0.1551

end

begin	Fluorine	F	 9	 19.00		 0.001580

	  1.000		 5649.
	  1.500		 1979.
	  2.000		  904.7
	  3.000		  288.8
	  5.000		   65.14
	 10.000		    8.205
	 15.000		    2.592
	 20.000		    1.133
	 30.000		    0.4487
	 50.000		    0.2214
	100.000		    0.1496

end

begin	Neon		Ne	10	 20.18		 0.0008385

	  1.000		 7409.
	  1.500		 2666.
	  2.000		 1243.
	  3.000		  405.1
	  5.000		   93.39
	 10.000		   11.97
	 15.000		    3.613
	 20.000		    1.606
	 30.000		    0.5923
	 50.000		    0.2579
	100.000		    0.1600

end

begin	Sodium		Na	11	 22.99		 0.9710

	  1.000		  654.2
	  1.035		  596.0
	  1.072		  542.9

	  1.072		 6435.
	  1.500		 3194.
	  2.000		 1521.
	  3.000		  507.0
	  5.000		  119.4
	 10.000		   15.57
	 15.000		    4.694
	 20.000		    2.057
	 30.000		    0.7197
	 50.000		    0.2804
	100.000		    0.1585

end

begin	Magnesium	Mg	12	 24.31		 1.740

	  1.000		  922.5
	  1.142		  647.4
	  1.305		  453.0

	  1.305		 5444.
	  1.500		 4004.
	  2.000		 1932.
	  3.000		  658.5
	  5.000		  158.3
	 10.000		   21.05
	 15.000		    6.358
	 20.000		    2.763
	 30.000		    0.9306
	 50.000		    0.3292
	100.000		    0.1686

end

begin	Aluminum	Al	13	 26.98		 2.699

	  1.000		 1185.
	  1.500		  402.2
	  1.560		  362.1

	  1.560		 3957.
	  2.000		 2263.
	  3.000		  788.0
	  5.000		  193.4
	 10.000		   26.23
	 15.000		    7.955
	 20.000		    3.441
	 30.000		    1.128
	 50.000		    0.3681
	100.000		    0.1704

end

begin	Silicon		Si	14	 28.09		 2.330

	  1.000		 1570.
	  1.500		  535.5
	  1.839		  309.2

	  1.839		 3192.
	  2.000		 2777.
	  3.000		  978.4
	  5.000		  245.0
	 10.000		   33.89
	 15.000		   10.34
	 20.000		    4.464
	 30.000		    1.436
	 50.000		    0.4385
	100.000		    0.1835

end

begin	Phosphorus	P	15	 30.97		 2.200

	  1.000		 1913.
	  1.500		  654.7
	  2.000		  301.8
	  2.146		  249.4

	  2.146		 2473.
	  3.000		 1118.
	  5.000		  286.0
	 10.000		   40.35
	 15.000		   12.39
	 20.000		    5.352
	 30.000		    1.700
	 50.000		    0.4916
	100.000		    0.1865

end

begin	Sulfur		S	16	 32.07		 2.000

	  1.000		 2429.
	  1.500		  834.2
	  2.000		  385.3
	  2.472		  216.8

	  2.472		 2070.
	  3.000		 1339.
	  5.000		  348.7
	 10.000		   50.12
	 15.000		   15.50
	 20.000		    6.708
	 30.000		    2.113
	 50.000		    0.5849
	100.000		    0.2020

end

begin	Chlorine	Cl	17	 35.45		 0.002995

	  1.000		 2832.
	  1.500		  977.1
	  2.000		  452.0
	  2.822		  177.4

	  2.822		 1637.
	  3.000		 1473.
	  5.000		  390.1
	 10.000		   57.25
	 15.000		   17.84
	 20.000		    7.739
	 30.000		    2.425
	 50.000		    0.6483
	100.000		    0.2050

end

begin	Argon		Ar	18	 39.95		 0.001662

	  1.000		 3184.
	  1.500		 1105.
	  2.000		  512.0
	  3.000		  170.3
	  3.203		  142.4

	  3.203		 1275.
	  4.000		  757.2
	  5.000		  422.5
	 10.000		   63.16
	 15.000		   19.83
	 20.000		    8.629
	 30.000		    2.697
	 50.000		    0.7012
	100.000		    0.2043

end

begin	Potassium	K	19	 39.10		 0.8620

	  1.000		 4058.
	  1.500		 1418.
	  2.000		  659.2
	  3.000		  219.8
	  3.607		  132.7

	  3.607		 1201.
	  4.000		  925.6
	  5.000		  518.9
	 10.000		   79.07
	 15.000		   25.03
	 20.000		   10.93
	 30.000		    3.413
	 50.000		    0.8679
	100.000		    0.2345

end

begin	Calcium		Ca	20	 40.08		 1.550

	  1.000		 4867.
	  1.500		 1714.
	  2.000		  799.9
	  3.000		  267.6
	  4.038		  118.7

	  4.038		 1023.
	  5.000		  602.6
	 10.000		   93.41
	 15.000		   29.79
	 20.000		   13.06
	 30.000		    4.080
	 50.000		    1.019
	100.000		    0.2571

end

begin	Scandium	Sc	21	 44.96		 2.989

	  1.000		 5238.
	  1.500		 1858.
	  2.000		  870.6
	  3.000		  292.2
	  4.000		  133.2
	  4.493		   96.87

	  4.493		  814.8
	  5.000		  630.5
	 10.000		   99.52
	 15.000		   32.02
	 20.000		   14.09
	 30.000		    4.409
	 50.000		    1.087
	100.000		    0.2577

end

begin	Titanium	Ti	22	 47.87		 4.540

	  1.000		 5869.
	  1.500		 2096.
	  2.000		  986.0
	  3.000		  332.3
	  4.000		  151.7
	  4.966		   83.8

	  4.966		  687.8
	  6.000		  432.3
	 10.000		  110.7
	 15.000		   35.87
	 20.000		   15.85
	 30.000		    4.972
	 50.000		    1.213
	100.000		    0.2721

end

begin	Vanadium	V	23	 50.94		 6.110

	  1.000		 6495.
	  1.500		 2342.
	  2.000		 1106.
	  3.000		  374.3
	  5.000		   92.91
	  5.465		   72.77

	  5.465		  587.0
	  6.000		  468.7
	 10.000		  121.8
	 15.000		   39.83
	 20.000		   17.68
	 30.000		    5.564
	 50.000		    1.347
	100.000		    0.2877

end

begin	Chromium	Cr	24	 52.00		 7.180

	  1.000		 7405.
	  1.500		 2694.
	  2.000		 1277.
	  3.000		  433.9
	  5.000		  108.0
	  5.989		   65.74

	  5.989		  597.7
	  8.000		  251.3
	 10.000		  138.6
	 15.000		   45.71
	 20.000		   20.38
	 30.000		    6.434
	 50.000		    1.550
	100.000		    0.3166

end

begin	Manganese	Mn	25	 54.94		 7.440

	  1.000		 8093.
	  1.500		 2984.
	  2.000		 1421.
	  3.000		  485.1
	  5.000		  121.2
	  6.539		   58.03

	  6.539		  452.0
	  8.000		  273.4
	 10.000		  151.4
	 15.000		   50.27
	 20.000		   22.53
	 30.000		    7.141
	 50.000		    1.714
	100.000		    0.3367

end

begin	Iron		Fe	26	 55.85		 7.874

	  1.000		 9085.
	  1.500		 3399.
	  2.000		 1626.
	  3.000		  557.6
	  5.000		  139.8
	  6.000		   84.84
	  7.112		   53.19

	  7.112		  407.6
	  8.000		  305.6
	 10.000		  170.6
	 15.000		   57.08
	 20.000		   25.68
	 30.000		    8.176
	 50.000		    1.958
	100.000		    0.3717

end

begin	Cobalt		Co	27	 58.93		 8.900

	  1.000		 9796.
	  1.500		 3697.
	  2.000		 1779.
	  3.000		  612.9
	  5.000		  154.3
	  6.000		   93.70
	  7.709		   47.10

	  7.709		  355.5
	 10.000		  184.1
	 15.000		   62.01
	 20.000		   28.03
	 30.000		    8.962
	 50.000		    2.144
	100.000		    0.3949

end

begin	Nickel		Ni	28	 58.69		 8.902

	  1.000		 9855.
	  1.004		 9753.
	  1.008		 9654.

	  1.008		10990.
	  1.500		 4234.
	  2.000		 2049.
	  3.000		  709.4
	  5.000		  179.3
	  6.000		  109.0
	  8.333		   44.28

	  8.333		  329.4
	 10.000		  209.0
	 15.000		   70.81
	 20.000		   32.20
	 30.000		   10.34
	 50.000		    2.474
	100.000		    0.4440

end

begin	Copper		Cu	29	 63.55		 8.960

	  1.000		10570.
	  1.047		 9307.
	  1.096		 8242.

	  1.096		 9347.
	  1.500		 4418.
	  2.000		 2154.
	  3.000		  748.8
	  5.000		  189.9
	  8.000		   52.55
	  8.979		   38.29

	  8.979		  278.4
	 10.000		  215.9
	 15.000		   74.05
	 20.000		   33.79
	 30.000		   10.92
	 50.000		    2.613
	100.000		    0.4584

end

begin	Zinc		Zn	30	 65.39		 7.133

	  1.000		 1553.
	  1.010		 1518.
	  1.020		 1484.

	  1.020		 3804.
	  1.031		 5097.
	  1.043		 6518.

	  1.043		 8274.
	  1.116		 8452.
	  1.194		 7371.

	  1.194		 8396.
	  1.500		 4825.
	  2.000		 2375.
	  3.000		  831.1
	  5.000		  211.8
	  8.000		   58.75
	  9.659		   35.05

	  9.659		  253.6
	 10.000		  233.1
	 15.000		   81.17
	 20.000		   37.19
	 30.000		   12.07
	 50.000		    2.892
	100.000		    0.4973

end

begin	Gallium		Ga	31	 69.72		 5.904

	  1.000		 1697.
	  1.056		 1492.
	  1.115		 1312.

	  1.115		 3990.
	  1.129		 4887.
	  1.142		 5664.

	  1.142		 7405.
	  1.218		 7138.
	  1.300		 6358.

	  1.300		 7206.
	  1.500		 5087.
	  2.000		 2515.
	  3.000		  885.7
	  5.000		  226.6
	 10.000		   34.21
	 10.367		   30.99

	 10.367		  221.4
	 15.000		   85.37
	 20.000		   39.28
	 30.000		   12.81
	 50.000		    3.076
	100.000		    0.5197

end

begin	Germanium	Ge	32	 72.61		 5.323

	  1.000		 1893.
	  1.103		 1502.
	  1.217		 1190.

	  1.217		 4389.
	  1.232		 4734.
	  1.248		 4974.

	  1.248		 6698.
	  1.328		 6348.
	  1.414		 5554.

	  1.414		 6287.
	  1.500		 5475.
	  2.000		 2711.
	  3.000		  961.3
	  5.000		  247.2
	 10.000		   37.42
	 11.103		   28.11

	 11.103		  198.1
	 15.000		   91.52
	 20.000		   42.22
	 30.000		   13.85
	 50.000		    3.335
	100.000		    0.5550

end

begin	Arsenic		As	33	 74.92		 5.730

	  1.000		 2121.
	  1.150		 1523.
	  1.323		 1092.

	  1.323		 4513.
	  1.341		 4469.
	  1.359		 4452.

	  1.359		 6093.
	  1.500		 5227.
	  1.527		 4997.

	  1.527		 5653.
	  2.000		 2931.
	  3.000		 1049.
	  5.000		  270.9
	 10.000		   41.15
	 11.867		   25.77

	 11.867		  179.2
	 15.000		   98.56
	 20.000		   45.64
	 30.000		   15.06
	 50.000		    3.635
	100.000		    0.5971

end

begin	Selenium	Se	34	 78.96		 4.500

	  1.000		 2317.
	  1.198		 1512.
	  1.436		  981.4

	  1.436		 4347.
	  1.456		 4057.
	  1.476		 3907.

	  1.476		 5186.
	  1.500		 5336.
	  1.654		 4342.

	  1.654		 4915.
	  2.000		 3098.
	  3.000		 1116.
	  5.000		  289.6
	 10.000		   44.14
	 12.658		   23.18

	 12.658		  158.9
	 15.000		  103.3
	 20.000		   48.18
	 30.000		   15.96
	 50.000		    3.864
	100.000		    0.6278

end

begin	Bromine		Br	35	 79.90		 0.007072

	  1.000		 2624.
	  1.500		 1002.
	  1.550		  925.5

	  1.550		 4289.
	  1.573		 3838.
	  1.596		 3587.

	  1.596		 5097.
	  1.686		 4595.
	  1.782		 3969.

	  1.782		 4495.
	  2.000		 3407.
	  3.000		 1231.
	  5.000		  321.3
	 10.000		   49.12
	 13.474		   21.76

	 13.474		  147.1
	 15.000		  111.9
	 20.000		   52.66
	 30.000		   17.53
	 50.000		    4.264
	100.000		    0.6861

end

begin	Krypton		Kr	36	 83.80		 0.003478

	  1.000		 2854.
	  1.500		 1093.
	  1.675		  836.1

	  1.675		 3909.
	  1.701		 3409.
	  1.727		 3166.

	  1.727		 4566.
	  1.822		 4014.
	  1.921		 3482.

	  1.921		 3948.
	  2.000		 3599.
	  3.000		 1305.
	  5.000		  342.5
	 10.000		   52.57
	 14.326		   19.71

	 14.326		  131.3
	 15.000		  116.8
	 20.000		   55.48
	 30.000		   18.54
	 50.000		    4.523
	100.000		    0.7221

end

begin	Rubidium	Rb	37	 85.47		 1.532

	  1.000		 3174.
	  1.500		 1219.
	  1.804		  778.2

	  1.804		 3096.
	  1.834		 2969.
	  1.864		 2861.

	  1.864		 3957.
	  2.000		 3410.
	  2.065		 3153.

	  2.065		 3606.
	  3.000		 1418.
	  5.000		  374.4
	 10.000		   57.66
	 15.000		   19.09
	 15.200		   18.42

	 15.200		  120.8
	 20.000		   59.80
	 30.000		   20.09
	 50.000		    4.918
	100.000		    0.7799

end

begin	Strontium	Sr	38	 87.62		 2.540

	  1.000		 3494.
	  1.500		 1347.
	  1.940		  720.7

	  1.940		 2864.
	  2.000		 2589.
	  2.007		 2571.

	  2.007		 3577.
	  2.109		 3201.
	  2.216		 2842.

	  2.216		 3241.
	  3.000		 1525.
	  5.000		  405.8
	 10.000		   62.74
	 15.000		   20.79
	 16.105		   17.14

	 16.105		  110.8
	 20.000		   63.86
	 30.000		   21.57
	 50.000		    5.306
	100.000		    0.8365

end

begin	Yttrium		Y	39	 88.91		 4.469

	  1.000		 3864.
	  1.500		 1493.
	  2.000		  742.2
	  2.080		  673.8

	  2.080		 2627.
	  2.117		 2466.
	  2.156		 2342.

	  2.156		 3264.
	  2.261		 2916.
	  2.372		 2597.

	  2.372		 2962.
	  3.000		 1654.
	  5.000		  442.4
	 10.000		   68.71
	 15.000		   22.79
	 17.038		   16.12

	 17.038		  102.9
	 20.000		   68.55
	 30.000		   23.30
	 50.000		    5.764
	100.000		    0.9047

end

begin	Zirconium	Zr	40	 91.22		 6.506

	  1.000		 4210.
	  1.500		 1631.
	  2.000		  811.5
	  2.222		  625.8

	  2.222		 2392.
	  2.264		 2239.
	  2.307		 2120.

	  2.307		 2953.
	  2.417		 2641.
	  2.532		 2359.

	  2.532		 2691.
	  3.000		 1772.
	  5.000		  475.5
	 10.000		   74.17
	 15.000		   24.63
	 17.998		   15.01

	 17.998		   94.70
	 20.000		   72.37
	 30.000		   24.85
	 50.000		    6.173
	100.000		    0.9658

end

begin	Niobium		Nb	41	 92.91		 8.570

	  1.000		 4600.
	  1.500		 1786.
	  2.000		  889.3
	  2.370		  584.4

	  2.370		 2181.
	  2.417		 2045.
	  2.465		 1935.

	  2.465		 2694.
	  2.579		 2412.
	  2.698		 2161.

	  2.698		 2470.
	  3.000		 1906.
	  5.000		  513.4
	 10.000		   80.38
	 15.000		   26.72
	 18.986		   14.09

	 18.986		   87.84
	 20.000		   77.12
	 30.000		   26.66
	 50.000		    6.644
	100.000		    1.037

end

begin	Molybdenum	Mo	42	 95.94		10.22

	  1.000		 4942.
	  1.500		 1925.
	  2.000		  959.3
	  2.520		  541.5

	  2.520		 1979.
	  2.572		 1854.
	  2.625		 1750.

	  2.625		 2433.
	  2.743		 2183.
	  2.866		 1961.

	  2.866		 2243.
	  3.000		 2011.
	  5.000		  545.0
	 10.000		   85.76
	 15.000		   28.54
	 20.000		   13.08

	 20.000		   80.55
	 30.000		   28.10
	 50.000		    7.037
	100.000		    1.096

end

begin	Technetium	Tc	43	 98.91		11.50

	  1.000		 5356.
	  1.500		 1092.
	  2.000		 1044.
	  2.677		  507.2

	  2.677		 1812.
	  2.734		 1699.
	  2.793		 1602.

	  2.793		 2223.
	  3.000		 1862.
	  3.043		 1800.

	  3.043		 2059.
	  4.000		 1036.
	  5.000		  583.6
	 10.000		   92.31
	 15.000		   30.76
	 20.000		   14.10
	 21.044		   12.29

	 21.044		   74.81
	 30.000		   29.93
	 50.000		    7.521
	100.000		    1.169

end

begin	Ruthenium	Ru	44	101.1		12.41

	  1.000		 5718.
	  1.500		 2240.
	  2.000		 1120.
	  2.838		  470.4

	  2.838		 1644.
	  2.902		 1542.
	  2.967		 1452.

	  2.967		 2317.
	  3.000		 1963.
	  3.224		 1638.

	  3.224		 1874.
	  4.000		 1095.
	  5.000		  616.5
	 10.000		   98.00
	 15.000		   32.70
	 20.000		   14.99
	 22.117		   11.43

	 22.117		   68.76
	 30.000		   31.39
	 50.000		    7.926
	100.000		    1.232

end

begin	Rhodium		Rh	45	102.9		12.41

	  1.000		 6169.
	  1.500		 2426.
	  2.000		 1214.
	  3.004		  444.1

	  3.004		 1513.
	  3.074		 1422.
	  3.146		 1337.

	  3.146		 1847.
	  3.276		 1671.
	  3.412		 1512.

	  3.412		 1731.
	  4.000		 1170.
	  5.000		  658.9
	 10.000		  105.3
	 15.000		   35.18
	 20.000		   16.13
	 23.220		   10.79

	 23.220		   64.14
	 30.000		   33.30
	 50.000		    8.448
	100.000		    1.314

end

begin	Palladium	Pd	46	106.4		12.02

	  1.000		 6538.
	  1.500		 2579.
	  2.000		 1292.
	  3.000		  473.0
	  3.173		  410.6

	  3.173		 1355.
	  3.251		 1287.
	  3.330		 1215.

	  3.330		 1664.
	  3.465		 1518.
	  3.604		 1379.

	  3.604		 1582.
	  4.000		 1227.
	  5.000		  691.2
	 10.000		  111.0
	 15.000		   37.15
	 20.000		   17.04
	 24.350		   10.03

	 24.350		   58.98
	 30.000		   34.65
	 50.000		    8.850
	100.000		    1.377

end

begin	Silver		Ag	47	107.9		10.50

	  1.000		 7039.
	  1.500		 2790.
	  2.000		 1401.
	  3.000		  513.6
	  3.351		  388.7

	  3.351		 1274.
	  3.436		 1200.
	  3.524		 1126.

	  3.524		 1547.
	  3.662		 1409.
	  3.806		 1282.

	  3.806		 1468.
	  5.000		  738.5
	 10.000		  119.3
	 15.000		   39.98
	 20.000		   18.36
	 25.514		    9.527

	 25.514		   55.39
	 30.000		   36.68
	 50.000		    9.444
	100.000		    1.470

end

begin	Cadmium		Cd	48	112.4		 8.650

	  1.000		 7350.
	  1.500		 2931.
	  2.000		 1473.
	  3.000		  541.4
	  3.538		  357.5

	  3.538		 1152.
	  3.631		 1083.
	  3.727		 1013.

	  3.727		 1389.
	  4.000		 1170.
	  4.018		 1157.

	  4.018		 1324.
	  5.000		  768.5
	 10.000		  124.4
	 15.000		   41.78
	 20.000		   19.20
	 26.711		    8.809

	 26.711		   50.65
	 30.000		   37.65
	 50.000		    9.779
	100.000		    1.524

end

begin	Indium		In	49	114.8		 7.310

	  1.000		 7809.
	  1.500		 3131.
	  2.000		 1578.
	  3.000		  580.8
	  3.730		  335.6

	  3.730		 1046.
	  3.833		  993.0
	  3.938		  931.3

	  3.938		 1261.
	  4.000		 1231.
	  4.238		 1066.

	  4.238		 1223.
	  5.000		  813.4
	 10.000		  132.1
	 15.000		   44.45
	 20.000		   20.44
	 27.940		    8.316

	 27.940		   47.33
	 30.000		   39.49
	 50.000		   10.30
	100.000		    1.609

end

begin	Tin			Sn	50	118.7		 7.310

	  1.000		 8157.
	  1.500		 3296.
	  2.000		 1665.
	  3.000		  614.3
	  3.929		  311.4

	  3.929		  928.5
	  4.000		  939.3
	  4.156		  846.9

	  4.156		 1145.
	  4.308		 1060.
	  4.465		  971.2

	  4.465		 1117.
	  5.000		  847.1
	 10.000		  138.4
	 15.000		   46.64
	 20.000		   21.46
	 29.200		    7.760

	 29.200		   43.60
	 50.000		   10.70
	100.000		    1.676

end

begin	Antimony	Sb	51	121.8		 6.691

	  1.000		 8582.
	  1.500		 3491.
	  2.000		 1767.
	  3.000		  653.6
	  4.000		  316.9
	  4.132		  291.8

	  4.132		  869.1
	  4.254		  830.8
	  4.380		  777.6

	  4.380		 1050.
	  4.537		  974.3
	  4.698		  893.9

	  4.698		 1029.
	  5.000		  884.6
	 10.000		  145.9
	 15.000		   49.23
	 20.000		   22.68
	 30.000		    7.631
	 30.491		    7.307

	 30.491		   40.73
	 50.000		   11.20
	100.000		    1.758

end

begin	Tellurium	Te	52	127.6		 6.240

	  1.000		 8434.
	  1.003		 8380.
	  1.006		 8326.

	  1.006		 8684
	  1.500		 3608.
	  2.000		 1832.
	  3.000		  679.2
	  4.000		  329.7
	  4.341		  267.8

	  4.341		  788.2
	  4.475		  750.4
	  4.612		  699.5

	  4.612		  944.5
	  4.773		  878.2
	  4.939		  806.2

	  4.939		  929.2
	  5.000		  901.4
	 10.000		  150.1
	 15.000		   40.78
	 20.000		   23.41
	 30.000		    7.878
	 31.814		    6.738

	 31.814		   37.19
	 50.000		   11.45
	100.000		    1.801

end

begin	Iodine		I	53	126.9		 4.930

	  1.000		 9096.
	  1.035		 8465.
	  1.072		 7863.

	  1.072		 8198.
	  1.500		 3919.
	  2.000		 1997.
	  3.000		  742.0
	  4.000		  360.7
	  4.557		  259.2

	  4.557		  755.0
	  4.702		  712.3
	  4.852		  663.6

	  4.852		  894.3
	  5.000		  843.0
	  5.188		  766.5

	  5.188		  883.7
	 10.000		  162.6
	 15.000		   55.12
	 20.000		   25.43
	 30.000		    8.561
	 33.169		    6.553

	 33.169		   35.82
	 50.000		   12.32
	100.000		    1.942

end

begin	Xenon		Xe	54	131.3		 0.005485

	  1.000		 9413.
	  1.072		 8151.
	  1.149		 7035.

	  1.149		 7338.
	  1.500		 4085.
	  2.000		 2088.
	  3.000		  778.0
	  4.000		  378.7
	  4.782		  240.8

	  4.782		  694.1
	  5.000		  639.2
	  5.104		  604.4

	  5.104		  818.1
	  5.275		  757.9
	  5.453		  699.1

	  5.453		  806.4
	 10.000		  169.0
	 15.000		   57.43
	 20.000		   26.52
	 30.000		    8.930
	 34.561		    6.129

	 34.561		   33.16
	 50.000		   12.72
	100.000		    2.011

end

begin	Cesium		Cs	55	133.9		 1.873

	  1.000		 9365.
	  1.032		 8775.
	  1.065		 8214.

	  1.065		 8685.
	  1.139		 7576.
	  1.217		 6584.

	  1.217		 6888.
	  1.500		 4335.
	  2.000		 2226.
	  3.000		  831.9
	  5.000		  230.3
	  5.012		  229.0

	  5.012		  667.4
	  5.183		  618.4
	  5.359		  564.5

	  5.359		  769.2
	  5.534		  714.6
	  5.714		  655.6

	  5.714		  754.7
	 10.000		  179.3
	 15.000		   61.04
	 20.000		   28.22
	 30.000		    9.507
	 35.985		    5.863

	 35.985		   31.43
	 50.000		   13.40
	100.000		    2.124

end

begin	Barium		Ba	56	137.3		 3.500

	  1.000		 8543.
	  1.031		 7990.
	  1.062		 7465.

	  1.062		 8547.
	  1.099		 7957.
	  1.137		 7404.

	  1.137		 7837.
	  1.212		 6861.
	  1.293		 5985.

	  1.293		 6255
	  1.500		 4499.
	  2.000		 2319.
	  3.000		  869.6
	  5.000		  241.4
	  5.247		  213.5

	  5.247		  609.8
	  5.432		  563.4
	  5.624		  516.9

	  5.624		  701.6
	  5.803		  650.7
	  5.989		  601.3

	  5.989		  693.0
	 10.000		  186.0
	 15.000		   63.47
	 20.000		   29.38
	 30.000		    9.904
	 37.441		    5.498

	 37.441		   29.19
	 50.000		   13.79
	100.000		    2.196

end

begin	Tantalum	Ta	73	180.9		16.65

	  1.000		 3510.
	  1.500		 1566.
	  1.735		 1154.

	  1.735		 1417.
	  1.764		 2053.
	  1.793		 3082.

	  1.793		 3421.
	  2.000		 3771.
	  2.194		 2985.

	  2.194		 3464.
	  2.327		 3003.
	  2.469		 2604.

	  2.469		 2768.
	  2.586		 2486.
	  2.708		 2233.

	  2.708		 2329.
	  3.000		 1838.
	  5.000		  532.8
	  9.881		   95.99

	  9.881		  244.3
	 10.000		  237.9
	 11.136		  179.1

	 11.136		  244.9
	 11.406		  239.3
	 11.682		  218.2

	 11.682		  251.8
	 15.000		  134.0
	 20.000		   63.34
	 30.000		   21.87
	 50.000		    5.717
	 67.416		    2.652

	 67.416		   11.80
	 80.000		    7.587
	100.000		    4.302

end

begin	Tungsten	W	74	183.8		19.30

	  1.000		 3683.
	  1.500		 1643.
	  1.809		 1108.

	  1.809		 1327.
	  1.840		 1911.
	  1.872		 2901.

	  1.872		 3170.
	  2.000		 3922.
	  2.281		 2828.

	  2.281		 3279.
	  2.424		 2833.
	  2.575		 2445.

	  2.575		 2599.
	  2.694		 2339.
	  2.820		 2104.

	  2.820		 2194.
	  3.000		 1902.
	  5.000		  553.4
	 10.000		   96.91
	 10.207		   92.01

	 10.207		  233.4
	 10.855		  198.3
	 11.544		  168.9

	 11.544		  231.2
	 11.819		  226.8
	 12.100		  206.5

	 12.100		  238.2
	 15.000		  138.9
	 20.000		   65.73
	 30.000		   22.73
	 50.000		    5.949
	 69.525		    2.552

	 69.525		   11.23
	 80.000		    7.810
	100.000		    4.438

end

begin	Rhenium		Re	75	186.2		21.02

	  1.000		 3872.
	  1.500		 1729.
	  1.822		 1147.

	  1.822		 1152.
	  1.885		 1251.
	  1.949		 2689.

	  1.949		 3802.
	  2.000		 3773.
	  2.367		 2696.

	  2.367		 3124.
	  2.520		 2686.
